habitate_score,difficulty_score,suitability_score,repo_id,file_changes,additions,deletions,net_change,test_additions,non_test_additions,is_merge,has_dependency_changes,test_coverage_score,is_behavior_preserving_refactor,commit_month,commit_dow,multi_file,cross_directory,many_directories,has_core_files,large_single_file,multiple_high_additions,directory_count,test_file_count,non_test_file_count,single_file_200plus,multi_file_300plus,has_test_changes,status
0,0.0,25.0,28,1,2,2,0,0,2,0,0,0.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
38,10.0,25.0,28,4,41,15,26,15,26,0,0,0.37,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
18,20.0,25.0,28,3,12,5,7,0,12,0,0,0.0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,paid_out
0,10.0,40.0,28,3,109,90,19,109,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
47,20.0,55.0,28,10,134,76,58,72,62,0,0,0.54,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
1,10.0,40.0,28,4,254,278,-24,232,22,0,0,0.91,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
0,10.0,40.0,28,1,2,0,2,2,0,0,0,1.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,too_easy
38,10.0,25.0,28,3,141,35,106,27,114,0,0,0.19,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,paid_out
103,15.0,60.0,28,13,1729,0,1729,695,1034,0,0,0.4,0,10,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
26,10.0,25.0,28,2,145,0,145,59,86,0,0,0.41,0,9,3,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
37,10.0,35.0,28,3,498,0,498,231,267,0,0,0.46,0,9,2,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
54,10.0,40.0,28,6,289,3,286,133,156,0,0,0.46,0,8,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
60,55.0,50.0,28,73,436,306,130,4,432,0,0,0.01,0,8,0,0,1,1,0,0,0,11,0,0,0,0,1,paid_out
32,0.0,35.0,28,2,212,5,207,0,212,0,0,0.0,0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
61,10.0,65.0,28,13,1572,45,1527,1196,376,0,0,0.76,0,6,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
81,55.0,50.0,28,51,269,258,11,84,185,0,0,0.31,0,5,2,0,1,1,0,0,0,8,0,0,0,0,1,too_easy
50,10.0,35.0,28,3,444,22,422,159,285,0,0,0.36,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,paid_out
89,10.0,60.0,28,9,1668,0,1668,783,885,0,0,0.47,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
0,20.0,40.0,28,2,23,3,20,14,9,0,0,0.61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
91,10.0,60.0,28,11,861,169,692,289,572,0,0,0.34,0,12,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
95,10.0,60.0,28,6,1164,0,1164,385,779,0,0,0.33,0,12,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
103,35.0,60.0,28,25,481,5,476,116,365,0,0,0.24,0,10,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
75,10.0,50.0,28,5,366,17,349,83,283,0,0,0.23,0,9,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
76,45.0,0.0,28,144,5196,11487,-6291,1428,3768,0,1,0.27,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,paid_out
36,10.0,55.0,28,5,117,146,-29,70,47,0,0,0.6,0,9,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
67,10.0,65.0,28,17,748,54,694,402,346,0,0,0.54,0,9,3,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
69,35.0,0.0,28,20,282,204,78,29,253,0,1,0.1,0,9,3,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
66,55.0,40.0,28,63,65,3,62,6,59,0,0,0.09,0,9,3,0,1,1,0,0,0,8,0,0,0,0,1,too_easy
18,10.0,40.0,28,4,189,3,186,126,63,0,0,0.67,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
86,35.0,60.0,28,27,886,288,598,385,501,0,0,0.43,0,8,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
13,20.0,40.0,28,6,459,415,44,395,64,0,0,0.86,0,7,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
28,20.0,55.0,28,18,1373,135,1238,1186,187,0,0,0.86,0,7,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
0,10.0,40.0,28,2,24,0,24,19,5,0,0,0.79,0,7,4,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
44,10.0,55.0,28,9,146,32,114,96,50,0,0,0.66,0,7,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
57,20.0,40.0,28,8,223,61,162,110,113,0,0,0.49,0,7,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
26,10.0,40.0,28,6,335,80,255,186,149,0,0,0.56,0,7,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
55,10.0,40.0,28,7,336,27,309,141,195,0,0,0.42,0,7,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
83,10.0,60.0,28,10,371,0,371,37,334,0,0,0.1,0,7,2,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
67,10.0,50.0,28,8,295,20,275,87,208,0,0,0.29,0,12,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
135,40.0,0.0,28,27,1839,132,1707,398,1441,0,1,0.22,0,12,1,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
83,10.0,60.0,28,7,338,89,249,43,295,0,0,0.13,0,12,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
63,35.0,40.0,28,20,94,58,36,0,94,0,0,0.0,0,11,3,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
87,40.0,0.0,28,18,1947,1541,406,923,1024,0,1,0.47,0,11,3,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
85,0.0,60.0,28,8,845,0,845,0,845,0,0,0.0,0,11,2,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
75,10.0,50.0,28,6,328,25,303,53,275,0,0,0.16,0,11,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
69,10.0,50.0,28,11,573,809,-236,9,564,0,0,0.02,0,11,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
75,0.0,15.0,28,7,1351,18,1333,25,1326,0,0,0.0,0,11,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
24,0.0,25.0,28,2,150,0,150,0,150,0,0,0.0,0,11,2,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
81,35.0,50.0,28,32,216,242,-26,78,138,0,0,0.36,0,11,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
59,20.0,40.0,28,10,84,21,63,35,49,0,0,0.42,0,10,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
83,0.0,25.0,28,13,1407,138,1269,62,1345,0,0,0.04,1,10,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
83,10.0,0.0,28,9,387,2,385,54,333,0,1,0.14,0,10,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
18,10.0,25.0,28,4,5,2,3,2,3,0,0,0.4,0,10,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
75,10.0,0.0,28,10,274,98,176,71,203,0,1,0.26,0,10,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
135,45.0,60.0,28,57,14877,56,14821,4361,10516,0,0,0.29,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
123,35.0,60.0,28,29,1165,67,1098,203,962,0,0,0.17,0,8,2,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
15,20.0,25.0,28,6,302,292,10,134,168,0,0,0.44,0,7,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
44,10.0,55.0,28,8,786,122,664,606,180,0,0,0.77,0,7,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
68,25.0,35.0,28,3,369,0,369,156,213,0,0,0.42,0,7,2,0,0,0,0,1,0,1,0,0,0,0,1,too_easy
103,35.0,60.0,28,22,431,55,376,156,275,0,0,0.36,0,7,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
23,10.0,40.0,28,5,526,34,492,334,192,0,0,0.63,0,7,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
67,45.0,0.0,28,24,286,157,129,137,149,0,1,0.48,0,7,2,1,1,0,0,0,0,4,0,0,0,0,1,too_easy
42,10.0,25.0,28,2,176,3,173,52,124,0,0,0.3,0,6,3,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
63,0.0,15.0,28,7,669,1,668,44,625,0,0,0.07,1,6,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
135,45.0,60.0,28,62,4635,320,4315,419,4216,0,0,0.09,0,5,3,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
0,10.0,25.0,28,2,2,1,1,0,2,0,0,0.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
10,10.0,40.0,28,9,239,134,105,150,89,0,0,0.63,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
71,20.0,40.0,28,12,255,106,149,87,168,0,0,0.34,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
49,10.0,50.0,28,11,362,346,16,147,215,0,0,0.41,0,4,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
123,30.0,60.0,28,16,1419,39,1380,322,1097,0,0,0.23,0,4,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
53,10.0,50.0,28,9,255,295,-40,22,233,0,0,0.09,0,2,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
28,10.0,25.0,28,4,21,38,-17,1,20,0,0,0.05,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
93,15.0,75.0,28,14,5611,0,5611,4295,1316,0,0,0.77,0,12,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
123,30.0,60.0,28,21,3892,56,3836,1335,2557,0,0,0.34,0,10,3,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
27,10.0,40.0,28,4,305,70,235,159,146,0,0,0.52,0,9,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
0,10.0,40.0,28,8,1453,176,1277,1393,60,0,0,0.96,0,7,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
103,10.0,60.0,28,10,1505,2,1503,557,948,0,0,0.37,0,6,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
63,10.0,40.0,28,6,118,25,93,10,108,0,0,0.08,0,6,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
115,15.0,60.0,28,13,1422,0,1422,416,1006,0,0,0.29,0,6,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
115,15.0,60.0,28,7,1405,0,1405,348,1057,0,0,0.25,0,6,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
84,10.0,75.0,28,14,2258,0,2258,1494,764,0,0,0.66,0,6,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
103,10.0,60.0,28,7,1391,0,1391,426,965,0,0,0.31,0,6,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
18,10.0,40.0,28,3,117,0,117,80,37,0,0,0.68,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
123,30.0,60.0,28,13,1470,0,1470,269,1201,0,0,0.18,0,6,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
69,25.0,40.0,28,28,41,43,-2,14,27,0,0,0.34,0,6,3,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
97,35.0,60.0,28,16,1679,631,1048,784,895,0,0,0.47,0,6,2,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
49,25.0,55.0,28,13,173,849,-676,121,52,0,0,0.7,0,6,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
28,10.0,25.0,28,3,205,0,205,99,106,0,0,0.48,0,5,3,0,0,0,0,0,0,1,0,0,0,0,1,paid_out
81,35.0,50.0,28,30,24,24,0,9,15,0,0,0.38,0,5,0,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
111,30.0,60.0,28,24,4278,0,4278,1713,2565,0,0,0.4,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
75,0.0,15.0,28,9,2029,2,2027,403,1626,0,0,0.2,1,10,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
75,10.0,50.0,29,12,254,25,229,54,200,0,0,0.21,0,12,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
6,20.0,40.0,29,3,130,19,111,99,31,0,0,0.76,0,12,1,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
24,0.0,25.0,29,3,110,3,107,0,110,0,0,0.0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,paid_out
0,0.0,25.0,29,2,18,1,17,0,18,0,0,0.0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,paid_out
0,0.0,25.0,29,1,8,0,8,0,8,0,0,0.0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
2,20.0,40.0,29,3,250,16,234,222,28,0,0,0.89,0,11,2,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
10,10.0,40.0,29,23,1244,126,1118,1196,48,0,0,0.96,0,11,2,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
69,40.0,0.0,29,17,19,16,3,5,14,0,1,0.26,0,11,3,1,1,1,0,0,0,7,0,0,0,0,1,too_easy
20,0.0,25.0,29,3,73,3,70,0,73,0,0,0.0,0,11,1,0,0,0,0,0,0,2,0,0,0,0,0,paid_out
64,40.0,40.0,29,125,826,811,15,8,818,0,0,0.01,0,10,2,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
63,25.0,40.0,29,22,120,94,26,0,120,0,0,0.0,0,10,2,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
17,10.0,40.0,29,3,129,7,122,92,37,0,0,0.71,0,10,1,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
58,40.0,55.0,29,15,386,33,353,279,107,0,0,0.72,0,10,0,1,1,1,0,0,0,5,0,0,0,0,1,paid_out
14,10.0,40.0,29,3,144,4,140,119,25,0,0,0.83,0,10,0,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
16,20.0,55.0,29,6,193,78,115,175,18,0,0,0.91,0,10,6,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
0,0.0,25.0,29,2,9,1,8,0,9,0,0,0.0,0,10,6,0,0,0,0,0,0,2,0,0,0,0,0,too_easy
25,10.0,55.0,29,8,284,104,180,274,10,0,0,0.96,0,10,2,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
38,10.0,25.0,29,3,84,11,73,4,80,0,0,0.05,0,10,1,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
0,0.0,25.0,29,1,1,1,0,0,1,0,0,0.0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
111,55.0,0.0,29,31,1038,534,504,275,763,0,1,0.26,0,9,4,1,1,0,0,0,0,4,0,0,0,0,1,too_easy
49,20.0,40.0,29,9,47,10,37,22,25,0,0,0.47,0,9,4,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
69,50.0,0.0,29,20,27,18,9,5,22,0,1,0.19,0,9,3,1,1,1,0,0,0,8,0,0,0,0,1,too_easy
92,50.0,75.0,29,34,1653,87,1566,1085,568,0,0,0.66,0,9,0,1,1,1,0,0,0,5,0,0,0,0,1,paid_out
13,10.0,40.0,29,3,267,10,257,231,36,0,0,0.87,0,9,0,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
10,10.0,40.0,29,7,810,3,807,767,43,0,0,0.95,0,9,3,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
66,45.0,0.0,29,14,713,114,599,424,289,0,1,0.59,0,9,2,1,1,0,0,0,0,4,0,0,0,0,1,too_easy
40,10.0,0.0,29,9,391,25,366,310,81,0,1,0.79,0,9,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
0,0.0,25.0,29,1,5,1,4,0,5,0,0,0.0,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
10,20.0,40.0,29,10,1002,11,991,966,36,0,0,0.96,0,9,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
46,20.0,55.0,29,22,336,8,328,281,55,0,0,0.84,0,9,0,1,1,0,0,0,0,4,0,0,0,0,1,too_easy
44,30.0,55.0,29,29,776,29,747,705,71,0,0,0.91,0,9,0,1,1,0,0,0,0,4,0,0,0,0,1,paid_out
15,10.0,40.0,29,2,304,0,304,237,67,0,0,0.78,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
12,10.0,40.0,29,3,414,1,413,365,49,0,0,0.88,0,9,4,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
18,20.0,40.0,29,5,77,23,54,52,25,0,0,0.68,0,9,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
27,10.0,55.0,29,19,960,84,876,849,111,0,0,0.88,0,8,4,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
71,20.0,0.0,29,7,18,8,10,1,17,0,1,0.06,0,8,3,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
43,40.0,50.0,29,104,414,449,-35,183,231,0,0,0.44,0,8,3,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
27,10.0,40.0,29,3,215,1,214,111,104,0,0,0.52,0,8,1,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
0,0.0,25.0,29,1,2,2,0,0,2,0,0,0.0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
25,10.0,40.0,29,4,10,5,5,0,10,0,0,0.0,0,8,3,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
28,10.0,25.0,29,3,257,1,256,126,131,0,0,0.49,0,7,1,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
0,10.0,40.0,29,3,31,0,31,24,7,0,0,0.77,0,6,4,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
15,10.0,40.0,29,4,174,0,174,136,38,0,0,0.78,0,6,1,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
20,0.0,25.0,29,1,24,3,21,0,24,0,0,0.0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,too_easy
36,20.0,55.0,29,14,850,21,829,785,65,0,0,0.92,0,5,4,1,1,0,0,0,0,4,0,0,0,0,1,paid_out
0,20.0,40.0,29,4,77,0,77,70,7,0,0,0.91,0,4,2,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
47,30.0,40.0,29,10,350,116,234,167,183,0,0,0.48,0,3,3,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
0,10.0,40.0,29,3,62,2,60,48,14,0,0,0.77,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
10,10.0,40.0,29,15,639,4,635,605,34,0,0,0.95,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
55,20.0,40.0,29,6,200,12,188,85,115,0,0,0.43,0,11,2,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
40,20.0,55.0,29,7,440,91,349,351,89,0,0,0.8,0,11,4,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
36,20.0,65.0,29,18,1364,520,844,1153,211,0,0,0.85,0,11,2,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
43,0.0,40.0,29,6,67,77,-10,0,67,0,0,0.0,0,11,1,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
57,20.0,0.0,29,16,81,27,54,40,41,0,1,0.49,0,11,3,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
113,65.0,80.0,29,96,5859,2634,3225,2506,3353,0,0,0.43,0,10,2,0,1,1,0,0,0,6,0,0,0,0,1,too_easy
18,10.0,40.0,29,3,74,1,73,50,24,0,0,0.68,0,9,3,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
26,10.0,25.0,29,3,65,5,60,28,37,0,0,0.43,0,9,2,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
81,30.0,60.0,29,94,2248,1671,577,677,1571,0,0,0.3,0,8,0,0,1,1,0,0,0,5,0,0,0,0,1,paid_out
52,10.0,55.0,29,6,350,30,320,186,164,0,0,0.53,0,7,4,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
39,30.0,55.0,29,8,400,32,368,332,68,0,0,0.83,0,6,1,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
28,10.0,25.0,29,4,44,40,4,2,42,0,0,0.05,0,5,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
69,35.0,50.0,29,16,282,159,123,53,229,0,0,0.19,0,5,1,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
51,20.0,55.0,29,12,376,68,308,262,114,0,0,0.7,0,4,0,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
125,60.0,80.0,29,37,2838,2169,669,16,2822,0,0,0.01,0,4,0,1,1,1,0,0,0,6,0,0,0,0,1,paid_out
0,20.0,40.0,29,3,106,3,103,99,7,0,0,0.93,0,4,3,0,0,0,0,0,0,2,0,0,0,0,1,too_easy
54,10.0,55.0,29,8,92,15,77,55,37,0,0,0.6,0,3,4,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
25,0.0,40.0,29,4,15,2,13,0,15,0,0,0.0,0,3,4,1,0,0,0,0,0,2,0,0,0,0,0,too_easy
54,10.0,65.0,29,16,821,7,814,594,227,0,0,0.72,0,3,3,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
123,30.0,60.0,29,30,3282,861,2421,844,2438,0,0,0.26,0,2,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
0,10.0,40.0,29,6,492,428,64,476,16,0,0,0.97,0,2,2,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
18,10.0,40.0,29,4,155,13,142,107,48,0,0,0.69,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
65,35.0,55.0,29,18,473,330,143,284,189,0,0,0.6,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
13,20.0,40.0,29,9,135,22,113,114,21,0,0,0.84,0,2,4,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
31,20.0,55.0,29,9,453,125,328,335,118,0,0,0.74,0,2,3,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
83,10.0,60.0,29,11,438,103,335,33,405,0,0,0.08,0,2,2,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
75,45.0,65.0,29,32,2624,237,2387,2100,524,0,0,0.8,0,2,2,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
18,10.0,40.0,29,6,844,51,793,692,152,0,0,0.82,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
56,10.0,55.0,29,8,419,6,413,269,150,0,0,0.64,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
38,10.0,55.0,29,18,523,210,313,416,107,0,0,0.8,0,2,1,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
70,20.0,50.0,29,8,712,0,712,323,389,0,0,0.45,0,2,1,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
6,20.0,40.0,29,5,122,17,105,93,29,0,0,0.76,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
28,20.0,25.0,29,2,23,16,7,3,20,0,0,0.13,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
14,10.0,40.0,29,3,128,2,126,103,25,0,0,0.8,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,too_easy
20,20.0,40.0,29,10,98,20,78,60,38,0,0,0.61,0,1,2,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
35,10.0,55.0,29,9,332,307,25,205,127,0,0,0.62,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
16,10.0,40.0,29,6,1009,0,1009,894,115,0,0,0.89,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
30,10.0,35.0,29,4,416,82,334,178,238,0,0,0.43,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
67,45.0,65.0,29,22,602,130,472,327,275,0,0,0.54,0,1,0,1,1,0,0,0,0,4,0,0,0,0,1,paid_out
93,40.0,75.0,29,48,1458,181,1277,884,574,0,0,0.61,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
63,25.0,0.0,29,16,661,62,599,443,218,0,1,0.67,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
62,10.0,50.0,29,6,424,5,419,197,227,0,0,0.46,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
83,10.0,60.0,29,9,447,22,425,161,286,0,0,0.36,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
83,35.0,50.0,29,13,271,15,256,102,169,0,0,0.38,0,1,4,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
63,45.0,65.0,29,34,1778,757,1021,1322,456,0,0,0.74,0,1,3,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
36,20.0,55.0,29,8,350,41,309,294,56,0,0,0.84,0,1,3,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
32,10.0,50.0,29,3,594,12,582,361,233,0,0,0.61,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,paid_out
96,25.0,75.0,29,20,1157,61,1096,608,549,0,0,0.53,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
32,10.0,50.0,29,7,965,140,825,588,377,0,0,0.61,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
71,10.0,50.0,29,8,546,5,541,228,318,0,0,0.42,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
111,35.0,60.0,29,20,867,11,856,309,558,0,0,0.36,0,1,1,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
41,10.0,55.0,29,6,330,14,316,250,80,0,0,0.76,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
75,20.0,50.0,29,11,364,124,240,73,291,0,0,0.2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
76,20.0,65.0,29,9,2332,1093,1239,1544,788,0,0,0.66,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
69,10.0,50.0,29,12,702,229,473,332,370,0,0,0.47,0,12,0,1,0,0,0,0,0,2,0,0,0,0,1,paid_out
101,50.0,60.0,29,22,1489,975,514,90,1399,0,0,0.06,0,12,1,1,1,0,0,0,0,3,0,0,0,0,1,too_easy
32,20.0,65.0,29,46,7489,169,7320,7260,229,0,0,0.97,0,12,0,1,0,0,0,0,0,2,0,0,0,0,1,too_easy
15,10.0,40.0,29,3,184,7,177,143,41,0,0,0.78,0,12,4,0,0,0,0,0,0,2,0,0,0,0,1,paid_out
0,10.0,40.0,29,1,4,2,2,4,0,0,0,1.0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,1,paid_out
69,20.0,50.0,29,8,441,6,435,216,225,0,0,0.49,0,12,3,1,1,0,0,0,0,3,0,0,0,0,1,paid_out
57,20.0,40.0,30,8,205,38,167,100,105,0,0,0.49,0,12,0,1,0,0,0,0,0,1,0,0,0,0,1,too_easy
33,10.0,40.0,30,5,5,5,0,1,4,0,0,0.2,0,12,5,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
65,10.0,50.0,30,8,418,152,266,0,418,0,0,0.0,0,12,4,1,0,0,0,0,0,1,0,0,0,0,0,too_easy
68,10.0,65.0,30,8,559,9,550,293,266,0,0,0.52,0,12,4,1,0,0,0,0,0,1,0,0,0,0,1,paid_out
